Internal ID,Name,Authentication API URL,Cancel E-Way Bill,Cancel E-Way Bill Status,Cancel E-invoice API URL,Cancel E-invoice Status API URL,Date Created,E-waybill Print URL,External ID,Formula (Currency),Formula (Date),Formula (Date/Time),Formula (Numeric),Formula (Percent),Formula (Text),GENERATE EWB By IRN API URL,GENERATE EWB By IRN Status API URL,Generate EWB API URL,Generate EWB Status API URL,Get E-Invoice Response API,Inactive,Internal ID,Last Modified,Last Modified By,Save Document API,Save Document Status API URL,Script ID,Want to Cancel IRN
1,SB API URLS,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/authenticate/token,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/ewaybill/cancel,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/eInvoice/cancel,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,07-01-21 12:56,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/ewaybill/exportDetailPdf,,,, ,,,,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/ewaybill/generateByIrn,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/ewaybill/generate,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/eInvoice/response,No,1,31-03-23 15:33,sukanya G,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/document/save,https://staging-gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,VAL_2622960_5674441_SB1_459,No
