Internal ID,Name,Authentication API URL,Cancel E-Way Bill,Cancel E-Way Bill Status,Cancel E-invoice API URL,Cancel E-invoice Status API URL,Date Created,E-waybill Print URL,External ID,Formula (Currency),Formula (Date),Formula (Date/Time),Formula (Numeric),Formula (Percent),Formula (Text),GENERATE EWB By IRN API URL,GENERATE EWB By IRN Status API URL,Generate EWB API URL,Generate EWB Status API URL,Get E-Invoice Response API,Inactive,Internal ID,Last Modified,Last Modified By,Save Document API,Save Document Status API URL,Script ID,Want to Cancel IRN
1,Cygnet Enriched API's ,https://gstapi.cygnetgsp.in/enriched/v0.1/authenticate/token,https://gstapi.cygnetgsp.in/enriched/v0.1/ewaybill/cancel,https://gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,https://gstapi.cygnetgsp.in/enriched/v0.1/eInvoice/cancel,https://gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,1/3/2021 10:19 am,https://gstapi.cygnetgsp.in/enriched/v0.1/ewaybill/exportDetailPdf,,,, ,,,,https://gstapi.cygnetgsp.in/enriched/v0.1/ewaybill/generateByIrn,https://gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,https://gstapi.cygnetgsp.in/enriched/v0.1/ewaybill/generate,https://gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,https://gstapi.cygnetgsp.in/enriched/v0.1/eInvoice/response,No,1,10/4/2023 3:28 pm,Mahesh Solanke,https://gstapi.cygnetgsp.in/enriched/v0.1/document/save,https://gstapi.cygnetgsp.in/enriched/v0.1/reference/status?referenceId=,VAL_21848675_5674441_786,No
